State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date,season,days
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,970.00",330,1200,870,11-Sep-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,925.00",330,1070,670,12-Sep-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"2,026.00",300,1000,600,13-Sep-23,Monsoon,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,688.00",300,1000,670,14-Sep-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,715.00",300,800,530,15-Sep-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,529.00",300,870,600,16-Sep-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,472.00",330,1000,600,17-Sep-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,349.00",330,1000,670,18-Sep-23,Monsoon,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,076.00",330,1270,730,19-Sep-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,435.00",330,1000,670,20-Sep-23,Monsoon,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,950.00",330,930,670,21-Sep-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,741.00",300,800,530,22-Sep-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,662.00",300,730,470,23-Sep-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,242.00",300,1000,670,24-Sep-23,Monsoon,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,339.00",330,1200,730,25-Sep-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,513.00",330,1200,800,26-Sep-23,Monsoon,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,513.00",330,1200,730,27-Sep-23,Monsoon,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,676.00",330,1200,730,28-Sep-23,Monsoon,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"2,030.00",300,800,600,29-Sep-23,Monsoon,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,763.00",330,930,600,30-Sep-23,Monsoon,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"2,034.00",330,930,600,01-Oct-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,848.00",300,1000,670,02-Oct-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,844.00",300,1070,670,03-Oct-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,508.00",300,1070,670,04-Oct-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,551.00",330,1000,670,05-Oct-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,606.00",330,1200,670,06-Oct-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,738.00",330,1200,670,07-Oct-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,466.00",300,1000,600,08-Oct-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,508.00",330,1270,730,09-Oct-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,389.00",330,1330,730,10-Oct-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,528.00",330,1200,730,11-Oct-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,488.00",330,1200,670,12-Oct-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,623.00",300,1200,670,13-Oct-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,323.00",330,1270,730,14-Oct-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,430.00",300,1330,730,15-Oct-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,278.00",330,1330,730,16-Oct-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,559.00",330,1330,670,17-Oct-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,531.00",330,1400,730,18-Oct-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,665.00",330,1270,670,19-Oct-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,472.00",330,1130,600,20-Oct-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,350.00",300,1130,600,21-Oct-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,177.00",330,1270,670,22-Oct-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,633,330,1670,1000,24-Oct-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,760,330,1800,930,25-Oct-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,161.00",330,1670,800,26-Oct-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,359.00",330,2330,1200,27-Oct-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,113.00",330,2670,1330,28-Oct-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,290.00",330,2670,1330,29-Oct-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,269.00",330,1870,930,30-Oct-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,230.00",330,2000,1000,31-Oct-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,071.00",330,2330,1130,01-Nov-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,105.00",330,2270,1070,02-Nov-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,965,330,2400,1070,03-Nov-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,062.00",330,2530,1200,04-Nov-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,970,330,2670,1330,06-Nov-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,003.00",400,3000,1330,07-Nov-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,115.00",330,2800,1400,08-Nov-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,104.00",330,3000,1330,09-Nov-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,173.00",330,3200,1470,10-Nov-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,275.00",330,2670,1270,11-Nov-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,203.00",330,2530,1200,12-Nov-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,834,400,3330,1330,13-Nov-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,804,330,3460,1400,14-Nov-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,105.00",330,3200,1330,15-Nov-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,488.00",330,2870,1330,16-Nov-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,174.00",330,3000,1400,17-Nov-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,949,400,2930,1400,18-Nov-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,900,330,2800,1530,19-Nov-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,927,400,2870,1530,20-Nov-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,845,530,3200,1670,21-Nov-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,101.00",530,3330,1670,22-Nov-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,783,400,3060,1600,23-Nov-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,020.00",400,3330,1670,24-Nov-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,972,400,3200,1530,25-Nov-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,206.00",400,3330,1600,26-Nov-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,942,530,2800,1470,27-Nov-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,012.00",400,2670,1330,28-Nov-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,033.00",530,2670,1330,29-Nov-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,961,330,2800,1330,30-Nov-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,049.00",330,2730,1400,01-Dec-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,056.00",330,2670,1330,02-Dec-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,068.00",400,2670,1400,03-Dec-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,757,330,2730,1330,04-Dec-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,683,330,2800,1400,05-Dec-23,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,850,400,2800,1330,06-Dec-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,064.00",330,2670,1400,07-Dec-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,902,330,2330,1200,08-Dec-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,640,330,2330,1000,09-Dec-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,840,330,2000,1270,10-Dec-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,845,330,2330,1200,11-Dec-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,659,330,2000,1130,12-Dec-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,870,330,1870,1000,13-Dec-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,811,330,1870,1000,14-Dec-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,740,330,1670,1000,15-Dec-23,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,631,330,1670,1000,16-Dec-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,639,330,1670,870,17-Dec-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,577,330,1670,1000,18-Dec-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,685,330,1870,1070,19-Dec-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,735,330,2000,1200,20-Dec-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,694,330,2130,1200,21-Dec-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,722,330,2000,1270,22-Dec-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,682,330,1870,1200,23-Dec-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,682,330,1870,1200,24-Dec-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,654,330,1870,1200,25-Dec-23,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,696,330,2000,1200,26-Dec-23,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,695,330,2000,1000,27-Dec-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,670,330,1870,1070,28-Dec-23,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,663,330,1870,1130,29-Dec-23,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,606,330,2000,1200,30-Dec-23,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,468,330,2670,1400,02-Jan-24,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,773,330,2330,1200,03-Jan-24,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,769,330,2000,1270,04-Jan-24,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,751,330,1930,1130,05-Jan-24,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,639,330,1930,1130,06-Jan-24,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,673,330,1870,1070,07-Jan-24,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,711,330,2000,1130,08-Jan-24,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,591,330,1870,1070,09-Jan-24,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,720,330,1870,1070,10-Jan-24,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,720,330,1870,1070,11-Jan-24,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,687,330,1800,1000,12-Jan-24,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,770,330,1870,1000,13-Jan-24,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,608,330,1860,1000,14-Jan-24,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,510,330,1930,1130,15-Jan-24,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,372,330,1870,1000,16-Jan-24,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,406,330,2000,1200,17-Jan-24,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,829,330,1870,1130,19-Jan-24,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,634,330,2000,1270,20-Jan-24,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,642,330,1930,1130,21-Jan-24,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,536,330,2000,1200,22-Jan-24,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,555,400,2200,1330,23-Jan-24,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,598,330,1870,1130,24-Jan-24,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,692,400,1930,1200,25-Jan-24,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,648,330,1860,1270,26-Jan-24,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,525,330,2000,1200,27-Jan-24,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,558,330,2000,1200,28-Jan-24,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,512,330,1870,1200,29-Jan-24,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,542,330,2000,1270,30-Jan-24,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,755,330,2130,1330,31-Jan-24,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,578,400,2000,1270,01-Feb-24,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,683,330,2000,1200,02-Feb-24,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,548,530,2800,1530,03-Feb-24,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,657,330,3000,1530,04-Feb-24,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,661,330,2000,1200,05-Feb-24,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,642,330,2400,1270,06-Feb-24,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,648,330,2000,1330,07-Feb-24,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,628,330,1870,1070,08-Feb-24,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,618,330,1870,1070,09-Feb-24,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,640,330,1670,1070,10-Feb-24,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,535,330,2000,1070,11-Feb-24,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,704,330,1870,930,12-Feb-24,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,710,330,1670,930,13-Feb-24,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,723,300,1330,730,14-Feb-24,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,623,300,1330,730,15-Feb-24,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,600,300,1330,800,16-Feb-24,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,656,300,1330,730,17-Feb-24,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,655,330,1330,800,18-Feb-24,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,456,300,1460,800,19-Feb-24,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,731,330,1460,730,20-Feb-24,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,749,300,1330,800,21-Feb-24,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,705,330,1200,670,22-Feb-24,Winter,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,635,330,1200,670,23-Feb-24,Winter,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,679,300,1200,670,24-Feb-24,Winter,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,581,300,1330,800,25-Feb-24,Winter,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,635,300,1470,870,26-Feb-24,Winter,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,579,330,1470,870,27-Feb-24,Winter,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,840,330,1330,800,28-Feb-24,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,719,300,1000,670,29-Feb-24,Winter,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,595,300,1000,670,01-Mar-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,522,330,1330,800,02-Mar-24,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,614,300,1330,730,03-Mar-24,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,542,330,1530,870,04-Mar-24,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,611,330,1670,1070,05-Mar-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,685,330,1670,800,06-Mar-24,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,655,330,1670,800,07-Mar-24,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,599,330,1670,870,08-Mar-24,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,488,330,2000,1270,09-Mar-24,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,344,330,2330,1460,10-Mar-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,714,300,1870,1000,11-Mar-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,703,300,1670,800,12-Mar-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,699,300,1670,870,13-Mar-24,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,570,330,1870,930,14-Mar-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,564,300,1730,870,15-Mar-24,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,556,300,1670,800,16-Mar-24,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,679,330,1730,1070,17-Mar-24,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,485,330,1870,1200,18-Mar-24,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,587,330,1870,1070,19-Mar-24,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,567,330,1470,800,20-Mar-24,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,621,330,1470,800,21-Mar-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,481,330,1330,730,22-Mar-24,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,498,300,1460,800,23-Mar-24,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,517,300,1330,800,24-Mar-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,561,300,1330,800,25-Mar-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,394,330,1670,800,26-Mar-24,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,473,330,1670,930,27-Mar-24,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,477,330,1730,930,28-Mar-24,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,465,330,1870,1000,29-Mar-24,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,389,330,1870,1000,30-Mar-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,476,330,2000,1200,31-Mar-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,376,330,2000,1130,01-Apr-24,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,516,330,2330,1270,02-Apr-24,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,449,330,2530,1330,03-Apr-24,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,549,330,2330,1270,04-Apr-24,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,456,330,2330,1200,05-Apr-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,502,330,2000,1000,06-Apr-24,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,441,330,2000,1200,08-Apr-24,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,737,330,1330,670,14-Apr-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,574,330,1330,670,15-Apr-24,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,671,330,1200,670,16-Apr-24,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,665,330,1330,670,17-Apr-24,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,525,330,1460,800,18-Apr-24,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,636,330,1530,860,19-Apr-24,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,726,330,1530,860,20-Apr-24,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,609,330,2130,1060,21-Apr-24,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,642,330,2330,1200,22-Apr-24,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,836,330,1670,1060,23-Apr-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,761,330,1670,1060,24-Apr-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,682,330,1670,1200,25-Apr-24,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,684,330,1800,1270,26-Apr-24,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,546,330,1870,1200,27-Apr-24,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,881,330,1730,1130,28-Apr-24,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,724,330,1730,1130,29-Apr-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,848,330,1730,1070,30-Apr-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,813,330,1670,1200,01-May-24,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,935,330,1670,1000,02-May-24,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,820,330,1670,1070,03-May-24,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,786,330,1730,1130,04-May-24,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,935,330,1530,800,05-May-24,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,942,330,1530,870,06-May-24,Summer,Friday
Karnataka,Kolar,Kolar,Tomato,Vegetables,849,330,1600,870,07-May-24,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,896,330,1470,730,08-May-24,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,638,330,1670,930,09-May-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,293.00",330,1600,800,10-May-24,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,982,330,1530,800,11-May-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,181.00",330,1670,930,12-May-24,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,848,330,1600,870,13-May-24,Summer,Tuesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,006.00",330,1530,800,14-May-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,820,330,1670,800,15-May-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,014.00",330,1730,800,16-May-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,824,330,1800,870,17-May-24,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,778,330,2000,1200,18-May-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,727,330,2530,1200,19-May-24,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,800,330,3000,1530,20-May-24,Summer,Monday
Karnataka,Kolar,Kolar,Tomato,Vegetables,863,533,3530,1800,21-May-24,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,966,330,3200,1600,22-May-24,Summer,Wednesday
Karnataka,Kolar,Kolar,Tomato,Vegetables,918,400,3200,1870,24-May-24,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,853,400,3330,1930,25-May-24,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,945,530,4000,2000,26-May-24,Summer,Thursday
Karnataka,Kolar,Kolar,Tomato,Vegetables,770,530,4000,2000,27-May-24,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,108.00",330,3200,1530,28-May-24,Summer,Saturday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,056.00",330,2800,1330,29-May-24,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,"1,034.00",330,2670,1470,30-May-24,Summer,Sunday
Karnataka,Kolar,Kolar,Tomato,Vegetables,827,330,2860,1460,31-May-24,Summer,Sunday
